loss,id
2246.24731445,619
2186.53173828,622
2014.84375,623
1509.84924316,629
1560.6776123,634
1012.87866211,638
1126.42199707,642
2052.86230469,643
1044.70361328,645
6528.85546875,648
1385.08740234,652
1133.17126465,664
2141.51733398,666
918.952514648,672
2005.53369141,676
4274.67480469,678
1811.67370605,682
2846.40966797,686
2064.51464844,688
1269.68835449,689
1684.5534668,690
10943.9619141,692
1599.05456543,695
3933.27832031,697
2079.96313477,698
2639.76904297,706
1509.87524414,708
2633.9699707,712
4675.08056641,715
1330.37658691,717
3142.20361328,725
1193.21972656,729
1494.28344727,737
5516.21435547,739
3663.85400391,747
2678.64916992,753
2248.18579102,758
2210.11621094,759
1500.90661621,763
4468.49560547,773
2113.95874023,774
1567.23413086,776
3142.44580078,788
2340.03320312,790
1114.05541992,794
2821.8605957,801
1527.30725098,802
1340.07702637,805
4931.94775391,809
1615.92053223,812
2302.7878418,825
2275.70751953,828
1394.47753906,830
1305.31384277,833
6306.80224609,850
5786.31494141,852
1361.37109375,862
1358.1640625,863
1392.85595703,864
3314.20947266,865
6626.89160156,868
1561.58959961,872
5752.25537109,879
1481.00793457,880
1338.35876465,883
1474.29699707,886
1731.17907715,923
1503.44055176,924
1547.90490723,932
6034.47216797,945
6591.45507812,947
2082.01000977,948
3083.71044922,955
4165.71972656,963
1431.21264648,979
1464.36608887,989
3102.63574219,994
1708.0213623,995
1449.77600098,998
3791.4284668,1000
1562.14074707,1018
1888.85644531,1019
1685.7545166,1028
1321.57946777,1034
1501.90209961,1038
1381.60241699,1040
1310.56933594,1042
6814.65478516,1057
2096.67626953,1058
1082.87255859,1063
4181.68261719,1066
4156.56591797,1071
4176.88378906,1073
2786.22753906,1074
2827.62988281,1077
8819.64746094,1080
908.937866211,1088
833.197875977,1096
11286.6181641,1097
5534.29248047,1105
1870.21337891,1115
2961.85498047,1116
2234.57348633,1122
5042.47216797,1130
1015.7286377,1133
1979.30419922,1137
1940.69384766,1140
7555.72314453,1143
5158.76464844,1149
873.725341797,1150
781.434875488,1153
861.821411133,1157
652.079406738,1180
845.934326172,1183
1670.3425293,1188
1101.53918457,1193
743.454223633,1200
3443.44702148,1209
2015.25048828,1214
2116.33227539,1219
5985.21191406,1223
879.949584961,1227
1461.82287598,1228
4215.16455078,1229
1090.45690918,1233
6260.85302734,1238
1810.62072754,1239
3288.93066406,1241
1840.03613281,1243
1310.27258301,1244
3653.00244141,1245
4156.19580078,1277
3377.19384766,1279
11234.0908203,1292
1441.53417969,1293
10349.2910156,1299
2783.38671875,1304
3518.78149414,1313
2164.44042969,1328
983.13269043,1330
1585.70629883,1334
1278.55773926,1335
5419.23193359,1336
1032.89611816,1341
1177.13928223,1344
992.297851562,1351
2584.08349609,1352
1548.40844727,1354
4157.76660156,1368
1393.05725098,1373
720.432250977,1375
1660.72290039,1381
4231.41748047,1384
3779.08398438,1385
5778.53271484,1388
5126.09082031,1401
2431.61450195,1402
1414.77966309,1404
1436.62121582,1406
1052.45056152,1409
1460.87145996,1422
3251.51074219,1429
5606.30908203,1433
992.456542969,1438
1198.95410156,1444
1136.44287109,1446
1114.03979492,1450
764.369689941,1451
1799.45666504,1454
2257.46655273,1458
2950.89819336,1461
5935.01269531,1464
1103.46948242,1465
2002.171875,1478
1658.56994629,1479
2756.02148438,1480
2283.4921875,1484
1030.07629395,1486
918.773803711,1488
3316.40527344,1489
1031.09667969,1491
2208.81469727,1507
1946.48828125,1515
2712.4206543,1519
1907.32250977,1528
1060.48242188,1529
2916.64306641,1530
1123.83007812,1532
1578.54858398,1541
3416.08666992,1542
1390.58959961,1547
1095.52807617,1549
2477.2902832,1553
2804.4753418,1554
1437.59863281,1555
1657.29418945,1559
1499.0057373,1565
1133.80908203,1568
3486.046875,1576
977.870117188,1579
995.456787109,1592
3059.55493164,1596
990.44934082,1605
1550.6550293,1607
2141.40698242,1612
2857.77294922,1617
2138.21826172,1619
8162.40039062,1620
2318.69140625,1624
1459.99414062,1627
1876.42993164,1633
1267.28173828,1636
1149.97705078,1639
4413.53417969,1640
1090.0970459,1644
1501.87036133,1646
2622.73950195,1647
1332.88305664,1654
3187.93359375,1655
5555.19335938,1664
2057.39819336,1665
5042.02734375,1667
1199.59338379,1669
1902.86669922,1678
2052.77539062,1682
1114.37194824,1689
2538.99316406,1690
5120.89697266,1693
980.238769531,1695
2233.70874023,1705
2267.0,1706
2034.02099609,1708
2002.16333008,1716
8571.12011719,1720
1544.08764648,1722
4114.53271484,1749
1982.89111328,1750
6059.07617188,1751
2850.32836914,1760
5393.23144531,1763
1598.86499023,1770
2143.46777344,1777
4966.08544922,1785
1226.28759766,1791
4078.81787109,1794
1328.44030762,1800
1318.21801758,1816
1169.96362305,1817
3272.71777344,1821
1444.68701172,1836
1602.59924316,1838
1977.96704102,1851
2715.81958008,1852
2397.17407227,1854
875.824462891,1856
781.748046875,1865
1115.91088867,1872
829.576660156,1878
921.261474609,1880
1369.5501709,1881
1936.19702148,1882
878.312744141,1886
1525.54394531,1892
2102.9050293,1894
2485.92773438,1898
2926.00805664,1899
1241.10461426,1902
4030.65039062,1903
1298.44030762,1906
2274.31469727,1910
1720.51477051,1911
3472.99658203,1914
3180.78125,1929
1436.3449707,1932
1040.18981934,1952
1287.50695801,1959
1520.39099121,1960
3959.12988281,1976
2937.32421875,1980
1781.01452637,1981
2153.65844727,1987
1478.26477051,1994
915.532836914,2000
2095.21142578,2008
2304.51635742,2011
5208.91748047,2012
1788.94445801,2019
3300.37524414,2022
7237.87890625,2024
973.164428711,2028
3824.55249023,2030
6944.22558594,2031
1782.19665527,2047
664.939880371,2049
1590.84655762,2050
4197.15429688,2051
1713.16784668,2056
1117.54577637,2057
2338.45922852,2059
3667.48901367,2069
1965.06542969,2085
949.045288086,2089
1501.75756836,2090
2635.87866211,2101
2554.47827148,2114
1386.24584961,2115
1239.80310059,2118
2330.39477539,2119
1543.69934082,2125
3080.14550781,2128
1583.9777832,2129
1827.35864258,2132
2309.21655273,2133
863.097045898,2135
1713.16967773,2136
1317.72583008,2143
1132.6081543,2144
2678.49145508,2145
2160.38964844,2152
3152.25244141,2160
1573.41162109,2166
1109.99084473,2169
1767.45202637,2170
1642.68066406,2172
1818.27929688,2181
1786.15808105,2183
3244.93725586,2185
2437.22973633,2188
2247.12133789,2189
4785.95117188,2194
1425.6739502,2202
2824.08911133,2208
1933.84326172,2227
4935.64404297,2230
2259.67749023,2235
1663.31469727,2236
7439.71337891,2244
1380.02319336,2248
1431.22973633,2252
1616.13525391,2254
4918.05712891,2260
1862.62915039,2263
1576.1628418,2274
1056.73803711,2277
6092.23876953,2279
12570.9628906,2280
2637.25292969,2283
795.442871094,2284
3234.31567383,2288
1969.71923828,2292
5483.95166016,2295
1284.54638672,2296
2471.78613281,2299
4965.87841797,2315
1458.36206055,2318
11240.2099609,2329
1485.57019043,2337
1099.36437988,2340
1655.96801758,2342
2555.79858398,2347
4478.50146484,2349
1336.20739746,2354
2474.73828125,2361
1504.87316895,2370
3091.17211914,2378
3626.05297852,2382
1395.49450684,2387
1960.43383789,2389
1388.41430664,2394
1895.06689453,2396
2721.08691406,2400
2605.43505859,2407
1123.3170166,2414
1852.55981445,2415
2132.1027832,2421
1491.91235352,2427
2438.41967773,2428
2659.75537109,2430
2280.76635742,2435
5384.0859375,2445
1619.76220703,2446
1417.3704834,2447
1884.10473633,2449
1733.09265137,2451
14494.3408203,2458
10630.0097656,2462
2916.28051758,2463
2300.47827148,2467
5690.10644531,2471
2449.87182617,2475
3147.97436523,2478
4303.92480469,2483
1131.3347168,2485
1168.78234863,2487
740.72833252,2494
1745.37817383,2497
1374.99536133,2499
1704.52636719,2503
3026.61645508,2513
1938.26367188,2515
1590.57751465,2522
1519.04943848,2523
2790.2487793,2528
4706.31103516,2532
1141.62683105,2536
1581.07763672,2538
1002.73095703,2539
2486.26220703,2540
5386.69580078,2545
1103.50048828,2548
985.933105469,2549
2228.05224609,2553
1563.84973145,2563
2196.00048828,2566
1444.81567383,2574
2460.7199707,2575
2654.01318359,2584
2507.28051758,2588
992.752197266,2589
1661.01574707,2592
1438.50390625,2596
1603.2286377,2598
938.228759766,2602
1440.79394531,2603
2362.35229492,2607
1462.13110352,2609
6017.25976562,2611
1566.58276367,2627
1881.71386719,2628
3023.69750977,2630
2164.16333008,2633
7174.35449219,2636
938.628295898,2640
1180.72277832,2641
4563.98876953,2657
940.595947266,2659
1178.57287598,2662
1790.75097656,2663
2253.83642578,2667
902.336791992,2670
2244.0637207,2682
3206.55957031,2694
7542.15478516,2699
3090.375,2700
5510.26416016,2703
2107.26879883,2708
895.074951172,2714
752.210021973,2725
1204.42285156,2726
1366.17993164,2727
2164.19482422,2732
5544.15527344,2733
5222.40234375,2736
2267.90356445,2745
1256.7388916,2760
1960.06811523,2764
6640.66894531,2765
637.05267334,2766
1940.36816406,2775
1681.01623535,2783
1185.01623535,2784
2316.5559082,2786
1273.71655273,2801
1647.54345703,2803
5442.29541016,2813
7227.08349609,2815
1756.05847168,2816
2782.58447266,2818
2615.62841797,2819
1293.8380127,2822
1777.93835449,2825
1537.45129395,2826
1661.89001465,2830
1255.64599609,2834
5493.67333984,2835
2536.73730469,2856
6165.13476562,2873
5026.85693359,2886
2714.99804688,2892
973.507446289,2896
1149.19055176,2897
2232.98364258,2899
1143.12207031,2901
5218.85595703,2909
3040.13476562,2914
1147.71362305,2915
2461.34179688,2916
907.708129883,2919
2491.90795898,2926
1928.5222168,2927
1544.02868652,2933
3058.27441406,2934
1833.1081543,2941
1722.92016602,2942
2556.30834961,2946
1623.44689941,2949
1849.43408203,2952
8477.14746094,2957
1825.06018066,2962
992.679443359,2963
1862.10986328,2965
6228.05273438,2966
2528.79370117,2971
713.669250488,2975
1085.23962402,2979
9098.12890625,2985
2465.01953125,2995
1368.11083984,2996
3381.61791992,3001
2192.86523438,3007
921.873291016,3008
3398.04736328,3014
11615.0849609,3017
1345.60339355,3021
2332.26196289,3025
911.387817383,3026
2324.99511719,3034
2290.33691406,3035
2947.24926758,3044
2904.88330078,3046
5649.01953125,3047
3625.65527344,3057
5894.00732422,3059
3992.67822266,3063
1354.765625,3065
2570.26611328,3067
1484.71594238,3069
3931.80029297,3076
1257.91540527,3086
2180.61254883,3088
1902.18701172,3090
2692.72290039,3096
1177.04797363,3100
2077.72558594,3102
2143.48217773,3103
1094.41101074,3107
1285.87927246,3118
4529.56201172,3120
2013.38989258,3123
1181.40039062,3128
1660.44433594,3132
1612.78869629,3140
2522.16040039,3152
2668.24829102,3165
1521.51367188,3183
1078.57080078,3190
1825.50915527,3197
1355.10888672,3201
1790.68457031,3203
2640.00463867,3214
2130.66113281,3219
1368.09289551,3220
3831.44384766,3221
1541.29553223,3229
1121.22558594,3234
3498.79760742,3235
1844.68334961,3240
1520.46899414,3241
1936.52197266,3249
970.832397461,3254
3823.53930664,3264
1883.85913086,3266
943.017700195,3270
1797.59838867,3282
1631.67687988,3285
1285.22473145,3289
1546.56689453,3291
2003.32836914,3295
906.100952148,3299
1451.43041992,3302
6099.84033203,3303
3382.58813477,3308
3617.61157227,3309
2282.50585938,3324
5328.75927734,3327
3986.96435547,3330
1279.44494629,3335
1905.67724609,3339
2597.14526367,3340
1397.2520752,3343
2760.49731445,3350
1628.09240723,3353
8246.75195312,3356
3078.39111328,3361
1039.95556641,3368
1535.44750977,3376
1156.07836914,3381
2780.39233398,3383
2732.99804688,3397
2180.05175781,3403
1773.7598877,3405
1557.24377441,3410
2280.72607422,3412
2756.80541992,3416
1580.6607666,3417
2746.96069336,3423
6703.34765625,3427
3197.11889648,3435
1247.63098145,3439
2215.67700195,3441
1414.7265625,3450
1101.67382812,3453
1357.03137207,3454
8876.703125,3458
1630.00585938,3459
3489.92626953,3467
5052.3359375,3469
1028.15100098,3477
8176.05664062,3478
982.701782227,3482
5152.08398438,3484
2350.93652344,3506
6724.18945312,3515
2990.09594727,3522
1546.30456543,3523
1258.73937988,3526
1546.22875977,3532
1855.69702148,3534
1204.73217773,3537
1052.91699219,3539
4844.29589844,3542
1391.62145996,3545
1645.578125,3552
1348.57055664,3554
1991.06079102,3573
1245.75195312,3576
2745.36621094,3577
1593.32727051,3580
1143.69091797,3583
1549.2598877,3584
1143.0958252,3609
4995.046875,3613
2146.78222656,3623
3405.55615234,3624
8375.94921875,3638
2073.80712891,3642
2437.20849609,3643
1429.78674316,3647
1846.36694336,3653
4121.87939453,3654
1567.94372559,3656
903.317504883,3658
3772.97900391,3659
5891.49169922,3663
3002.21508789,3664
896.998168945,3666
1448.96362305,3681
2639.66748047,3689
2862.3605957,3694
1582.76599121,3695
1417.34118652,3699
2256.22460938,3701
3633.26245117,3704
1246.48291016,3721
3741.12133789,3726
2856.37646484,3727
2536.50634766,3729
3970.38623047,3731
1422.00671387,3738
2548.29223633,3740
1869.90649414,3744
1097.10986328,3757
1019.11181641,3758
1566.4909668,3778
3604.015625,3781
6197.72412109,3790
1381.68835449,3796
6707.23974609,3798
1199.3104248,3804
1091.67651367,3813
1157.18969727,3814
2688.79589844,3815
2106.81762695,3818
2650.21069336,3823
8034.37109375,3826
1578.23913574,3831
3342.64990234,3834
2690.76489258,3835
2363.13916016,3849
2667.79296875,3850
2442.18652344,3855
2779.84667969,3864
1876.15478516,3867
1282.63134766,3871
1782.39599609,3879
2532.98535156,3880
3832.50512695,3882
8791.58105469,3884
1740.58911133,3893
1697.76806641,3895
2882.68994141,3901
1086.05310059,3903
1623.72949219,3913
2035.59057617,3921
2412.20996094,3929
938.897583008,3947
1959.40087891,3962
978.678100586,3963
1692.80297852,3966
1671.93432617,3975
6474.77197266,3976
2907.28857422,3977
1245.45349121,3978
959.351318359,3979
1925.62133789,3983
864.330566406,3985
8453.30566406,3989
1915.45825195,3992
2179.62060547,3995
2229.58911133,4008
1775.48486328,4013
1933.78100586,4029
3077.94091797,4035
2200.00024414,4040
875.392089844,4048
2085.80004883,4060
1185.73291016,4066
909.713378906,4075
2424.17260742,4079
1185.29089355,4083
1922.17089844,4091
6293.67871094,4092
2976.24707031,4093
3022.67382812,4098
1577.8482666,4108
920.869628906,4109
3199.33227539,4110
2203.19750977,4116
1739.85546875,4129
4107.78564453,4130
1962.63647461,4140
1715.25622559,4146
4053.16308594,4150
7056.52294922,4151
1454.62036133,4153
6034.53759766,4169
2158.35571289,4170
1734.4822998,4179
4528.11914062,4183
3216.03955078,4188
1503.1895752,4190
1650.6003418,4193
8357.41113281,4201
1347.06787109,4205
2455.97045898,4210
2074.99365234,4226
1891.78686523,4229
2780.61547852,4241
1306.62512207,4242
3722.26855469,4257
775.319702148,4258
2433.71484375,4260
5207.75683594,4263
893.260375977,4267
2204.9387207,4273
1874.46850586,4274
1256.07495117,4277
1508.65270996,4281
4533.01367188,4283
2721.81835938,4293
1484.96508789,4294
3824.13793945,4305
3017.60058594,4307
1576.20690918,4318
2236.44311523,4325
4585.23974609,4327
2802.57641602,4332
4051.21240234,4335
4197.04541016,4336
797.503173828,4337
4296.32421875,4339
1383.80224609,4343
965.37890625,4346
1694.86633301,4348
3721.82739258,4350
2190.75976562,4358
2184.46850586,4359
1792.53540039,4363
4591.13037109,4366
968.876586914,4374
2241.69311523,4375
1136.58300781,4377
3190.16381836,4393
2322.23950195,4395
1072.62573242,4400
7146.78125,4402
7928.6875,4404
2342.75390625,4415
2075.96899414,4418
1482.65026855,4422
1364.52661133,4430
1711.42614746,4432
1227.96850586,4433
5414.37890625,4435
1936.77856445,4438
1881.91162109,4444
1995.59130859,4447
5150.93066406,4451
1917.46875,4452
1478.39355469,4457
3943.5,4459
1416.15319824,4469
8710.88574219,4471
1161.92419434,4486
2417.23706055,4488
1408.73974609,4510
1026.87792969,4515
4301.60595703,4527
1038.76721191,4530
888.139526367,4534
3926.38574219,4535
1304.40612793,4536
2903.53344727,4548
1658.2677002,4549
5790.17529297,4551
2557.87817383,4556
813.660949707,4559
1460.25537109,4564
3870.29980469,4570
7501.03515625,4575
3123.41601562,4584
2817.02001953,4585
1821.54736328,4591
2864.45239258,4592
1807.38671875,4593
1250.0670166,4594
1229.2845459,4598
2426.70898438,4607
1065.12988281,4608
2119.63696289,4620
3347.05834961,4621
2925.82324219,4625
2810.45849609,4635
5077.79833984,4638
2498.55737305,4652
2685.45605469,4657
1875.5222168,4658
6006.54882812,4666
1393.06628418,4672
2869.19628906,4676
1190.64587402,4680
5705.22460938,4681
2926.07958984,4683
1221.66430664,4684
2739.03759766,4689
2854.69213867,4690
1878.42895508,4692
1857.50537109,4697
1759.31726074,4700
15342.6083984,4705
1957.83227539,4721
1861.96044922,4726
991.315917969,4729
4909.19140625,4731
2221.99291992,4736
1847.02270508,4739
1745.55444336,4740
1146.95422363,4753
2412.5637207,4754
4944.52148438,4755
1163.60656738,4756
1764.43347168,4759
1308.09936523,4764
2686.81835938,4771
1895.19970703,4772
914.341430664,4776
2669.07324219,4780
1572.42077637,4784
1355.60205078,4786
3174.86694336,4787
1114.50671387,4789
1946.99194336,4794
1943.18164062,4800
2756.74902344,4807
8022.54492188,4813
2235.21899414,4818
10520.0390625,4823
1949.62451172,4824
2415.6887207,4829
965.094970703,4830
2404.34960938,4835
1668.13391113,4844
1840.70935059,4845
2462.58959961,4846
877.719116211,4847
2582.10620117,4854
3365.56933594,4857
955.149169922,4861
1294.26049805,4863
2670.44165039,4866
3988.05859375,4869
1421.78869629,4871
2117.47900391,4872
2666.18383789,4875
8565.08300781,4877
964.223632812,4878
1794.64770508,4885
1506.24279785,4886
3749.39135742,4888
1244.74365234,4890
1118.51623535,4896
2208.86865234,4899
718.272338867,4913
2007.23583984,4916
3875.24804688,4920
2677.30712891,4925
2094.31298828,4934
2612.95239258,4941
1578.60119629,4946
2771.77416992,4954
1294.77075195,4956
4632.81689453,4958
1255.73474121,4965
1183.08911133,4966
2687.94750977,4970
1879.16943359,4977
2526.91918945,4980
1868.20263672,4984
1027.8001709,4995
2542.82641602,4997
2314.21923828,4999
3433.43286133,5005
1692.53039551,5011
2404.55200195,5015
2590.65454102,5016
2605.41088867,5019
2101.24194336,5024
1984.38110352,5030
1669.14880371,5031
2021.22119141,5034
10576.3017578,5047
2232.67724609,5048
1348.28112793,5052
1907.83911133,5061
13741.6220703,5062
3556.65820312,5067
4215.6484375,5068
1384.58105469,5077
1880.08178711,5079
3077.89086914,5090
2053.62426758,5094
2012.20825195,5103
930.334838867,5104
2085.78466797,5106
2191.06982422,5107
1228.15979004,5110
1730.67272949,5114
4205.11669922,5116
5938.53564453,5121
2819.38037109,5122
1048.85095215,5124
3695.51806641,5132
1797.14880371,5133
1928.06542969,5138
2565.67822266,5143
1525.50524902,5153
1899.43701172,5154
924.01940918,5155
1793.30517578,5160
4469.52001953,5169
3436.72631836,5172
2945.21801758,5173
967.499145508,5179
2959.99804688,5182
1100.71765137,5187
3052.30151367,5192
1356.35742188,5211
3117.73803711,5213
981.21105957,5219
2737.69946289,5225
1143.08435059,5226
4668.07421875,5227
1803.87683105,5228
3225.73217773,5239
1464.7701416,5241
2042.70141602,5244
3567.87426758,5248
1278.16577148,5260
1130.30041504,5266
1907.70141602,5273
7840.86083984,5280
3695.49560547,5298
1149.16491699,5300
3239.63867188,5306
1252.52514648,5307
4902.29150391,5311
1230.25268555,5316
863.707519531,5323
1648.13549805,5332
1596.02636719,5336
1132.90686035,5338
2737.33544922,5342
1279.57543945,5347
3999.59326172,5355
1923.68945312,5357
1465.01782227,5362
1198.95812988,5363
963.47265625,5364
2083.78320312,5366
5409.94189453,5374
814.311767578,5375
2609.40820312,5379
2145.73730469,5380
814.120727539,5383
1509.82714844,5385
2115.44995117,5390
4158.92236328,5393
1970.86474609,5398
2645.76586914,5411
835.773193359,5414
1501.94348145,5429
9480.41699219,5432
1265.33374023,5436
4400.02880859,5437
1134.24414062,5439
3068.47314453,5440
1427.55249023,5449
1330.48828125,5458
967.943969727,5460
1250.41906738,5462
2142.5637207,5463
2477.46142578,5465
3409.62280273,5467
2736.03588867,5475
1967.87719727,5483
1357.23413086,5485
1689.55737305,5489
2714.91333008,5493
841.385253906,5497
1396.1595459,5501
1354.73815918,5506
1494.19543457,5507
2909.51489258,5510
4486.82568359,5524
1352.00720215,5531
3780.97412109,5542
1826.0637207,5543
3970.70458984,5544
1624.23828125,5552
2336.48583984,5560
3700.46582031,5563
2450.76025391,5573
1098.05029297,5579
3108.4140625,5584
8783.49804688,5585
1553.02905273,5594
1940.09863281,5595
1758.65026855,5597
1437.81420898,5598
1545.04260254,5604
1474.31933594,5606
1050.2791748,5610
4384.14941406,5615
1364.00817871,5631
1380.30273438,5637
1565.55883789,5646
3091.00878906,5656
11203.2626953,5658
1543.8182373,5666
2404.85131836,5668
1416.83837891,5673
1306.17553711,5680
2525.25415039,5691
7045.93554688,5692
2206.8190918,5693
3075.25341797,5697
1695.55505371,5698
1876.33886719,5700
2026.87158203,5704
1804.19213867,5705
1171.68664551,5707
966.644897461,5710
971.216552734,5716
1556.44128418,5720
2363.64404297,5722
1939.82739258,5727
1361.01306152,5733
2303.92895508,5737
3625.94702148,5742
1020.35888672,5747
2666.80029297,5760
1565.66906738,5774
5252.015625,5788
1929.25195312,5796
1392.82397461,5797
2588.68994141,5800
1485.69714355,5812
1161.66125488,5814
1191.39868164,5818
3275.8125,5819
4362.96044922,5823
2478.31689453,5826
1593.93444824,5830
1532.44458008,5831
2564.84375,5846
2049.6484375,5864
717.147705078,5869
3774.8059082,5870
1417.03344727,5879
8609.84277344,5883
1302.76574707,5886
4562.12646484,5889
2134.16333008,5904
1062.60229492,5905
2951.82983398,5910
1911.95800781,5911
1673.8963623,5914
1624.84387207,5915
1196.50817871,5920
1884.2824707,5925
1587.52441406,5926
2513.90722656,5934
2991.59301758,5939
1032.35473633,5941
1012.77685547,5943
3361.08032227,5949
1781.12878418,5961
4047.54882812,5965
2457.08764648,5966
748.390075684,5969
2374.02880859,5970
2887.19140625,5978
2577.69604492,5979
1521.97753906,5983
6018.59375,5985
1228.69519043,5989
1452.90759277,5997
2121.12524414,6004
3881.22216797,6010
1459.22265625,6013
1632.60205078,6019
1343.16369629,6020
1180.21984863,6032
4507.50341797,6036
5039.5234375,6037
1685.34802246,6039
1877.39160156,6050
1518.47253418,6051
4126.29589844,6053
1621.7722168,6057
1280.6151123,6059
4498.74804688,6067
1465.90722656,6068
1602.90100098,6075
877.039428711,6078
4509.36669922,6079
3720.64941406,6080
4499.02587891,6082
1319.01391602,6084
2949.17382812,6091
1410.80224609,6092
5156.00537109,6093
1717.25,6096
1710.27990723,6102
1616.08422852,6105
1559.37585449,6116
912.259887695,6122
1056.75305176,6126
4349.49462891,6131
5057.07128906,6140
1203.29150391,6141
992.22277832,6146
2374.60205078,6147
2702.82373047,6157
2186.26660156,6162
2399.38696289,6163
1954.83789062,6165
6175.21923828,6170
1793.14355469,6208
3700.35058594,6216
1602.57861328,6218
2486.83984375,6223
2026.81640625,6224
1793.88317871,6227
9756.55078125,6240
1650.62145996,6241
1312.46203613,6246
4016.49609375,6248
1205.63818359,6249
1651.46179199,6255
2902.09838867,6261
6955.89941406,6262
1584.91723633,6269
2302.42260742,6271
2633.75634766,6278
1652.07275391,6284
1430.78723145,6285
1099.6340332,6287
2106.31054688,6288
2185.28833008,6291
1023.25671387,6296
2938.15307617,6297
1679.99853516,6304
2842.87866211,6309
1007.47167969,6310
2416.52587891,6311
1229.5994873,6316
1560.09338379,6319
9694.24902344,6332
6622.16015625,6335
1263.12609863,6336
1135.89111328,6341
1304.16796875,6359
1719.85827637,6369
845.630126953,6375
3301.05639648,6378
3010.71606445,6380
9102.15527344,6385
7765.71923828,6387
2817.56103516,6391
783.52947998,6392
2359.4765625,6393
865.311035156,6400
2616.79394531,6411
2236.47460938,6415
2236.40136719,6416
2810.69677734,6419
1383.92236328,6421
2186.97900391,6432
1564.96289062,6438
1007.40258789,6444
1516.78442383,6445
1398.6998291,6446
7552.0625,6448
1231.73815918,6452
1999.28393555,6459
3526.59204102,6470
897.252441406,6475
2569.66113281,6484
2630.1184082,6492
1700.59985352,6502
1181.74560547,6505
1844.9876709,6506
2119.59179688,6513
3090.69189453,6514
4882.20605469,6524
737.884216309,6525
1622.47424316,6528
8883.70800781,6529
1862.69604492,6531
1715.36035156,6538
3425.25756836,6541
2940.86572266,6546
871.301147461,6553
750.905090332,6563
1873.74658203,6567
5732.33007812,6586
2441.22924805,6588
4285.26171875,6589
3419.65405273,6591
1299.13562012,6596
1638.66955566,6607
9274.88378906,6613
1929.26538086,6615
1315.52233887,6625
3141.76367188,6629
2717.88085938,6630
1449.76977539,6632
943.333862305,6640
3092.69140625,6645
2163.23120117,6648
1712.43444824,6656
2641.34155273,6658
1618.31628418,6661
1991.09204102,6663
3433.04492188,6665
1717.34057617,6673
1733.0760498,6676
1206.89538574,6681
1669.70861816,6683
891.613769531,6684
1167.67126465,6695
1627.51367188,6697
2708.76782227,6700
1180.27648926,6702
1383.97375488,6703
3404.51782227,6704
4201.98388672,6712
4023.31347656,6716
1186.27624512,6723
3911.10205078,6733
2028.94213867,6734
3177.08203125,6739
674.074157715,6743
1704.15222168,6746
1361.08154297,6756
1619.2277832,6758
1157.81640625,6765
2313.3684082,6772
3501.44775391,6776
1712.89147949,6777
